rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
10840,completed,2010-01-01,2025-12-31,80,0.3,0,False,48,48,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.785,11.07%,11.11%,12.58%,0.77,0.78,0.88,-0.01,-0.43,-27.31%,49.44%,180,15,2026-06-04 20:55:38
10841,completed,2010-01-01,2025-12-31,80,0.1,0,False,48,48,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",6.785,11.36%,11.11%,12.58%,0.81,0.78,0.88,0.06,-0.34,-29.60%,53.89%,180,15,2026-06-04 20:55:38
10842,completed,2010-01-01,2025-12-31,60,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",6.785,10.93%,11.06%,12.52%,0.76,0.78,0.88,-0.05,-0.56,-26.37%,50.56%,180,15,2026-06-04 20:55:38
10843,completed,2010-01-01,2025-12-31,70,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",6.785,10.93%,11.06%,12.52%,0.76,0.78,0.88,-0.05,-0.56,-26.37%,50.56%,180,15,2026-06-04 20:55:38
10844,completed,2010-01-01,2025-12-31,80,0.2,0,True,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",6.785,11.16%,11.11%,12.58%,0.78,0.78,0.88,0.02,-0.46,-28.03%,51.67%,180,15,2026-06-04 20:55:38
10845,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, cma",6.785,10.80%,11.11%,12.58%,0.75,0.78,0.88,-0.10,-0.58,-25.18%,53.33%,180,15,2026-06-04 20:55:38
10846,completed,2020-01-01,2025-12-31,80,0.3,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",6.784167,10.86%,9.59%,11.07%,0.73,0.67,0.76,0.32,-0.04,-25.61%,53.33%,60,5,2026-06-04 20:55:38
10847,completed,2015-01-01,2025-12-31,70,0.2,0,True,36,36,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.783333,11.68%,11.56%,13.10%,0.79,0.77,0.86,0.02,-0.57,-27.69%,50.83%,120,10,2026-06-04 20:55:38
10848,completed,2015-01-01,2025-12-31,60,0.2,0,True,36,36,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.783333,11.68%,11.56%,13.10%,0.79,0.77,0.86,0.02,-0.57,-27.69%,50.83%,120,10,2026-06-04 20:55:38
10849,completed,2015-01-01,2025-12-31,70,0.3,0,False,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",6.783333,11.49%,11.56%,13.10%,0.78,0.77,0.86,-0.05,-0.62,-26.19%,51.67%,120,10,2026-06-04 20:55:38
10850,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.783333,11.57%,11.56%,13.10%,0.79,0.77,0.86,-0.03,-0.67,-26.82%,48.33%,120,10,2026-06-04 20:55:38
10851,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.783333,11.57%,11.56%,13.10%,0.79,0.77,0.86,-0.03,-0.67,-26.82%,48.33%,120,10,2026-06-04 20:55:38
10852,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma, mom",6.783333,11.67%,11.56%,13.10%,0.77,0.77,0.86,0.06,-0.46,-27.64%,53.33%,120,10,2026-06-04 20:55:38
10853,completed,2015-01-01,2025-12-31,60,0.3,0,False,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",6.783333,11.49%,11.56%,13.10%,0.78,0.77,0.86,-0.05,-0.62,-26.19%,51.67%,120,10,2026-06-04 20:55:38
10854,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma, mom",6.783333,11.67%,11.56%,13.10%,0.77,0.77,0.86,0.06,-0.46,-27.64%,53.33%,120,10,2026-06-04 20:55:38
10855,completed,2015-01-01,2025-12-31,60,0.3,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.783333,11.42%,11.56%,13.10%,0.76,0.77,0.86,-0.07,-0.57,-25.60%,50.83%,120,10,2026-06-04 20:55:38
10856,completed,2015-01-01,2025-12-31,70,0.3,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.783333,11.42%,11.56%,13.10%,0.76,0.77,0.86,-0.07,-0.57,-25.60%,50.83%,120,10,2026-06-04 20:55:38
10857,completed,2015-01-01,2025-12-31,60,0.1,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.783333,11.98%,11.56%,13.10%,0.79,0.77,0.86,0.13,-0.33,-30.01%,53.33%,120,10,2026-06-04 20:55:38
10858,completed,2015-01-01,2025-12-31,70,0.1,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.783333,11.98%,11.56%,13.10%,0.79,0.77,0.86,0.13,-0.33,-30.01%,53.33%,120,10,2026-06-04 20:55:38
10859,completed,2010-01-01,2025-12-31,60,0.3,0,True,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml",6.7825,10.92%,11.06%,12.52%,0.80,0.78,0.88,-0.12,-0.68,-26.29%,51.11%,180,15,2026-06-04 20:55:38
10860,completed,2010-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw",6.7825,10.76%,11.06%,12.52%,0.78,0.78,0.88,-0.16,-0.63,-25.03%,50.56%,180,15,2026-06-04 20:55:38
10861,completed,2010-01-01,2025-12-31,70,0.1,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml",6.7825,11.01%,11.06%,12.52%,0.81,0.78,0.88,-0.04,-0.45,-27.11%,51.67%,180,15,2026-06-04 20:55:38
10862,completed,2010-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw",6.7825,10.76%,11.06%,12.52%,0.78,0.78,0.88,-0.16,-0.63,-25.03%,50.56%,180,15,2026-06-04 20:55:38
10863,completed,2010-01-01,2025-12-31,70,0.3,0,True,48,48,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml",6.7825,10.92%,11.06%,12.52%,0.80,0.78,0.88,-0.12,-0.68,-26.29%,51.11%,180,15,2026-06-04 20:55:38
10864,completed,2010-01-01,2025-12-31,70,0.3,0,False,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7825,10.95%,11.06%,12.52%,0.77,0.78,0.88,-0.05,-0.52,-26.55%,44.44%,180,15,2026-06-04 20:55:38
10865,completed,2010-01-01,2025-12-31,80,0.3,0,False,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",6.7825,11.02%,11.11%,12.58%,0.80,0.78,0.88,-0.06,-0.49,-26.96%,52.78%,180,15,2026-06-04 20:55:38
10866,completed,2010-01-01,2025-12-31,60,0.3,0,False,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7825,10.95%,11.06%,12.52%,0.77,0.78,0.88,-0.05,-0.52,-26.55%,44.44%,180,15,2026-06-04 20:55:38
10867,completed,2010-01-01,2025-12-31,60,0.1,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml",6.7825,11.01%,11.06%,12.52%,0.81,0.78,0.88,-0.04,-0.45,-27.11%,51.67%,180,15,2026-06-04 20:55:38
10868,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.780833,11.52%,11.58%,13.19%,0.76,0.77,0.86,-0.02,-0.57,-26.35%,49.17%,120,10,2026-06-04 20:55:38
10869,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",6.78,11.36%,11.11%,12.58%,0.78,0.78,0.88,0.10,-0.40,-29.61%,50.56%,180,15,2026-06-04 20:55:38
10870,completed,2010-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml",6.78,10.78%,11.06%,12.52%,0.79,0.78,0.88,-0.16,-0.66,-25.21%,48.33%,180,15,2026-06-04 20:55:38
10871,completed,2010-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml",6.78,10.78%,11.06%,12.52%,0.79,0.78,0.88,-0.16,-0.66,-25.21%,48.33%,180,15,2026-06-04 20:55:38
10872,completed,2010-01-01,2025-12-31,70,0.2,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",6.78,11.05%,11.06%,12.52%,0.79,0.78,0.88,-0.02,-0.53,-27.38%,47.22%,180,15,2026-06-04 20:55:38
10873,completed,2010-01-01,2025-12-31,80,0.3,0,True,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.78,11.04%,11.11%,12.58%,0.80,0.78,0.88,-0.07,-0.63,-27.09%,50.00%,180,15,2026-06-04 20:55:38
10874,completed,2010-01-01,2025-12-31,70,0.1,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.78,10.53%,11.06%,12.52%,0.78,0.78,0.88,-0.18,-0.54,-23.39%,51.67%,180,15,2026-06-04 20:55:38
10875,completed,2010-01-01,2025-12-31,60,0.2,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",6.78,11.05%,11.06%,12.52%,0.79,0.78,0.88,-0.02,-0.53,-27.38%,47.22%,180,15,2026-06-04 20:55:38
10876,completed,2010-01-01,2025-12-31,60,0.1,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.78,10.53%,11.06%,12.52%,0.78,0.78,0.88,-0.18,-0.54,-23.39%,51.67%,180,15,2026-06-04 20:55:38
10877,completed,2010-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.78,11.15%,11.11%,12.58%,0.80,0.78,0.88,-0.01,-0.55,-27.98%,50.56%,180,15,2026-06-04 20:55:38
10878,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",6.78,10.72%,11.11%,12.58%,0.79,0.78,0.88,-0.16,-0.64,-24.64%,49.44%,180,15,2026-06-04 20:55:38
10879,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, cma",6.778333,11.83%,11.58%,13.19%,0.78,0.77,0.86,0.06,-0.37,-28.75%,51.67%,120,10,2026-06-04 20:55:38
10880,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",6.778333,12.05%,11.56%,13.10%,0.77,0.77,0.86,0.18,-0.28,-30.56%,57.50%,120,10,2026-06-04 20:55:38
10881,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, cma",6.778333,12.05%,11.56%,13.10%,0.77,0.77,0.86,0.18,-0.28,-30.56%,57.50%,120,10,2026-06-04 20:55:38
10882,completed,2015-01-01,2025-12-31,70,0.2,0,False,48,48,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.778333,11.76%,11.56%,13.10%,0.80,0.77,0.86,0.04,-0.48,-28.34%,50.00%,120,10,2026-06-04 20:55:38
10883,completed,2015-01-01,2025-12-31,70,0.3,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.778333,11.54%,11.56%,13.10%,0.78,0.77,0.86,-0.03,-0.56,-26.60%,53.33%,120,10,2026-06-04 20:55:38
10884,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.778333,11.33%,11.58%,13.19%,0.77,0.77,0.86,-0.12,-0.63,-24.86%,51.67%,120,10,2026-06-04 20:55:38
10885,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.778333,11.53%,11.58%,13.19%,0.79,0.77,0.86,-0.05,-0.50,-26.46%,47.50%,120,10,2026-06-04 20:55:38
10886,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma, mom",6.778333,11.60%,11.58%,13.19%,0.78,0.77,0.86,-0.01,-0.54,-27.00%,52.50%,120,10,2026-06-04 20:55:38
10887,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",6.778333,11.09%,11.58%,13.19%,0.78,0.77,0.86,-0.15,-0.47,-23.15%,51.67%,120,10,2026-06-04 20:55:38
10888,completed,2015-01-01,2025-12-31,80,0.1,0,True,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",6.778333,11.39%,11.58%,13.19%,0.80,0.77,0.86,-0.08,-0.42,-25.45%,47.50%,120,10,2026-06-04 20:55:38
10889,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml",6.778333,11.34%,11.58%,13.19%,0.76,0.77,0.86,-0.13,-0.62,-24.88%,51.67%,120,10,2026-06-04 20:55:38
10890,completed,2015-01-01,2025-12-31,60,0.3,0,False,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.778333,11.54%,11.56%,13.10%,0.78,0.77,0.86,-0.03,-0.56,-26.60%,53.33%,120,10,2026-06-04 20:55:38
10891,completed,2015-01-01,2025-12-31,60,0.2,0,False,48,48,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.778333,11.76%,11.56%,13.10%,0.80,0.77,0.86,0.04,-0.48,-28.34%,50.00%,120,10,2026-06-04 20:55:38
10892,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, mom",6.778333,11.63%,11.58%,13.19%,0.82,0.77,0.86,-0.04,-0.54,-27.27%,50.00%,120,10,2026-06-04 20:55:38
10893,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.778333,11.59%,11.58%,13.19%,0.77,0.77,0.86,0.00,-0.47,-26.92%,45.00%,120,10,2026-06-04 20:55:38
10894,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, mom",6.778333,11.64%,11.58%,13.19%,0.80,0.77,0.86,-0.02,-0.48,-27.32%,52.50%,120,10,2026-06-04 20:55:38
10895,completed,2010-01-01,2025-12-31,60,0.1,0,True,48,48,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",6.7775,10.89%,11.06%,12.52%,0.79,0.78,0.88,-0.08,-0.49,-26.15%,49.44%,180,15,2026-06-04 20:55:38
10896,completed,2010-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.7775,10.90%,11.06%,12.52%,0.80,0.78,0.88,-0.12,-0.68,-26.17%,53.33%,180,15,2026-06-04 20:55:38
10897,completed,2010-01-01,2025-12-31,70,0.1,0,True,48,48,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",6.7775,10.89%,11.06%,12.52%,0.79,0.78,0.88,-0.08,-0.49,-26.15%,49.44%,180,15,2026-06-04 20:55:38
10898,completed,2010-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.7775,10.90%,11.06%,12.52%,0.80,0.78,0.88,-0.12,-0.68,-26.17%,53.33%,180,15,2026-06-04 20:55:38
10899,completed,2010-01-01,2025-12-31,70,0.3,0,True,48,48,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",6.7775,11.04%,11.06%,12.52%,0.78,0.78,0.88,-0.03,-0.58,-27.27%,52.22%,180,15,2026-06-04 20:55:38
10900,completed,2010-01-01,2025-12-31,70,0.2,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",6.7775,10.88%,11.06%,12.52%,0.78,0.78,0.88,-0.09,-0.57,-26.03%,48.33%,180,15,2026-06-04 20:55:38
10901,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.7775,10.58%,11.11%,12.58%,0.75,0.78,0.88,-0.20,-0.64,-23.47%,45.00%,180,15,2026-06-04 20:55:38
10902,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",6.7775,10.94%,11.11%,12.58%,0.78,0.78,0.88,-0.10,-0.67,-26.28%,51.11%,180,15,2026-06-04 20:55:38
10903,completed,2010-01-01,2025-12-31,60,0.2,0,False,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw, cma",6.7775,10.88%,11.06%,12.52%,0.78,0.78,0.88,-0.09,-0.57,-26.03%,48.33%,180,15,2026-06-04 20:55:38
10904,completed,2010-01-01,2025-12-31,60,0.3,0,True,48,48,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, mom",6.7775,11.04%,11.06%,12.52%,0.78,0.78,0.88,-0.03,-0.58,-27.27%,52.22%,180,15,2026-06-04 20:55:38
10905,completed,2010-01-01,2025-12-31,60,0.2,0,False,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7775,11.09%,11.06%,12.52%,0.76,0.78,0.88,0.04,-0.42,-27.70%,53.33%,180,15,2026-06-04 20:55:38
10906,completed,2010-01-01,2025-12-31,70,0.2,0,False,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7775,11.09%,11.06%,12.52%,0.76,0.78,0.88,0.04,-0.42,-27.70%,53.33%,180,15,2026-06-04 20:55:38
10907,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,36.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.7775,11.31%,11.11%,12.58%,0.79,0.78,0.88,0.07,-0.41,-29.24%,54.44%,180,15,2026-06-04 20:55:38
10908,completed,2020-01-01,2025-12-31,80,0.1,0,False,48,48,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.776667,11.18%,9.59%,11.07%,0.72,0.67,0.76,0.37,0.08,-27.95%,51.67%,60,5,2026-06-04 20:55:38
10909,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",6.775833,11.49%,11.58%,13.19%,0.79,0.77,0.86,-0.07,-0.59,-26.15%,51.67%,120,10,2026-06-04 20:55:38
10910,completed,2015-01-01,2025-12-31,60,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.775833,11.72%,11.56%,13.10%,0.78,0.77,0.86,0.05,-0.42,-28.03%,46.67%,120,10,2026-06-04 20:55:38
10911,completed,2015-01-01,2025-12-31,70,0.1,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml",6.775833,11.47%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.48,-26.12%,45.00%,120,10,2026-06-04 20:55:38
10912,completed,2015-01-01,2025-12-31,70,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.775833,11.72%,11.56%,13.10%,0.78,0.77,0.86,0.05,-0.42,-28.03%,46.67%,120,10,2026-06-04 20:55:38
10913,completed,2015-01-01,2025-12-31,60,0.1,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml",6.775833,11.47%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.48,-26.12%,45.00%,120,10,2026-06-04 20:55:38
10914,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.775833,11.67%,11.58%,13.19%,0.78,0.77,0.86,0.01,-0.38,-27.54%,50.83%,120,10,2026-06-04 20:55:38
10915,completed,2015-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",6.775833,11.47%,11.58%,13.19%,0.79,0.77,0.86,-0.06,-0.51,-26.03%,57.50%,120,10,2026-06-04 20:55:38
10916,completed,2010-01-01,2025-12-31,70,0.2,0,False,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.775,11.05%,11.06%,12.52%,0.79,0.78,0.88,-0.03,-0.57,-27.38%,51.67%,180,15,2026-06-04 20:55:38
10917,completed,2010-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.775,10.97%,11.06%,12.52%,0.82,0.78,0.88,-0.07,-0.52,-26.83%,49.44%,180,15,2026-06-04 20:55:38
10918,completed,2010-01-01,2025-12-31,70,0.1,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.775,10.94%,11.06%,12.52%,0.80,0.78,0.88,-0.07,-0.52,-26.56%,52.78%,180,15,2026-06-04 20:55:38
10919,completed,2010-01-01,2025-12-31,60,0.1,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.775,10.94%,11.06%,12.52%,0.80,0.78,0.88,-0.07,-0.52,-26.56%,52.78%,180,15,2026-06-04 20:55:38
10920,completed,2010-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.775,10.97%,11.06%,12.52%,0.82,0.78,0.88,-0.07,-0.52,-26.83%,49.44%,180,15,2026-06-04 20:55:38
10921,completed,2010-01-01,2025-12-31,80,0.1,0,True,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml",6.775,11.18%,11.11%,12.58%,0.80,0.78,0.88,0.00,-0.54,-28.23%,48.33%,180,15,2026-06-04 20:55:38
10922,completed,2010-01-01,2025-12-31,60,0.2,0,False,48,48,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.775,11.05%,11.06%,12.52%,0.79,0.78,0.88,-0.03,-0.57,-27.38%,51.67%,180,15,2026-06-04 20:55:38
10923,completed,2010-01-01,2025-12-31,60,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",6.775,11.23%,11.06%,12.52%,0.80,0.78,0.88,0.04,-0.46,-28.81%,47.78%,180,15,2026-06-04 20:55:38
10924,completed,2010-01-01,2025-12-31,80,0.1,0,False,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.775,11.05%,11.11%,12.58%,0.77,0.78,0.88,-0.02,-0.45,-27.19%,48.89%,180,15,2026-06-04 20:55:38
10925,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,60.0,0.05,1.5,1.0,"mkt_rf, smb, hml, rmw",6.775,11.15%,11.11%,12.58%,0.80,0.78,0.88,-0.01,-0.47,-28.00%,50.56%,180,15,2026-06-04 20:55:38
10926,completed,2010-01-01,2025-12-31,70,0.1,0,True,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",6.775,11.23%,11.06%,12.52%,0.80,0.78,0.88,0.04,-0.46,-28.81%,47.78%,180,15,2026-06-04 20:55:38
10927,completed,2020-01-01,2025-12-31,70,0.3,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",6.774167,10.85%,9.56%,10.95%,0.73,0.67,0.76,0.33,-0.01,-25.69%,53.33%,60,5,2026-06-04 20:55:38
10928,completed,2020-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",6.774167,10.79%,9.59%,11.07%,0.74,0.67,0.76,0.32,-0.09,-25.19%,56.67%,60,5,2026-06-04 20:55:38
10929,completed,2020-01-01,2025-12-31,60,0.3,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",6.774167,10.85%,9.56%,10.95%,0.73,0.67,0.76,0.33,-0.01,-25.69%,53.33%,60,5,2026-06-04 20:55:38
10930,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.773333,11.56%,11.58%,13.19%,0.77,0.77,0.86,-0.01,-0.54,-26.71%,59.17%,120,10,2026-06-04 20:55:38
10931,completed,2015-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",6.773333,11.46%,11.56%,13.10%,0.79,0.77,0.86,-0.08,-0.60,-25.99%,55.00%,120,10,2026-06-04 20:55:38
10932,completed,2015-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",6.773333,11.46%,11.56%,13.10%,0.79,0.77,0.86,-0.08,-0.60,-25.99%,55.00%,120,10,2026-06-04 20:55:38
10933,completed,2015-01-01,2025-12-31,60,0.1,0,False,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.773333,11.39%,11.56%,13.10%,0.74,0.77,0.86,-0.02,-0.42,-25.47%,55.00%,120,10,2026-06-04 20:55:38
10934,completed,2015-01-01,2025-12-31,70,0.1,0,False,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.773333,11.39%,11.56%,13.10%,0.74,0.77,0.86,-0.02,-0.42,-25.47%,55.00%,120,10,2026-06-04 20:55:38
10935,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7725,10.91%,11.06%,12.52%,0.78,0.78,0.88,-0.08,-0.68,-26.28%,51.11%,180,15,2026-06-04 20:55:38
10936,completed,2010-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",6.7725,10.76%,11.06%,12.52%,0.80,0.78,0.88,-0.11,-0.47,-25.23%,50.00%,180,15,2026-06-04 20:55:38
