rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
3320,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml",8.060833,12.36%,11.56%,13.10%,0.82,0.77,0.86,0.29,-0.28,-27.97%,53.33%,120,10,2026-06-04 20:55:38
3321,completed,2015-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",8.060833,12.08%,11.56%,13.10%,0.80,0.77,0.86,0.16,-0.28,-25.69%,48.33%,120,10,2026-06-04 20:55:38
3322,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",8.060833,12.25%,11.56%,13.10%,0.80,0.77,0.86,0.31,-0.28,-27.18%,54.17%,120,10,2026-06-04 20:55:38
3323,completed,2010-01-01,2025-12-31,80,0.1,0,False,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",8.06,11.66%,11.11%,12.58%,0.82,0.78,0.88,0.14,-0.25,-26.79%,50.00%,180,15,2026-06-04 20:55:38
3324,completed,2010-01-01,2025-12-31,80,0.1,0,False,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, mom",8.06,11.47%,11.11%,12.58%,0.82,0.78,0.88,0.11,-0.40,-25.40%,54.44%,180,15,2026-06-04 20:55:38
3325,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml",8.058333,12.54%,11.58%,13.19%,0.83,0.77,0.86,0.26,-0.21,-29.15%,56.67%,120,10,2026-06-04 20:55:38
3326,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, mom",8.058333,12.00%,11.58%,13.19%,0.82,0.77,0.86,0.15,-0.55,-25.12%,53.33%,120,10,2026-06-04 20:55:38
3327,completed,2015-01-01,2025-12-31,70,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",8.058333,12.01%,11.56%,13.10%,0.81,0.77,0.86,0.14,-0.39,-25.20%,55.00%,120,10,2026-06-04 20:55:38
3328,completed,2015-01-01,2025-12-31,60,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",8.058333,12.01%,11.56%,13.10%,0.81,0.77,0.86,0.14,-0.39,-25.20%,55.00%,120,10,2026-06-04 20:55:38
3329,completed,2010-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",8.0575,11.71%,11.06%,12.52%,0.82,0.78,0.88,0.23,-0.27,-27.48%,52.78%,180,15,2026-06-04 20:55:38
3330,completed,2010-01-01,2025-12-31,80,0.2,0,True,48,48,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",8.0575,11.48%,11.11%,12.58%,0.81,0.78,0.88,0.13,-0.42,-25.49%,52.78%,180,15,2026-06-04 20:55:38
3331,completed,2010-01-01,2025-12-31,60,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",8.0575,11.71%,11.06%,12.52%,0.82,0.78,0.88,0.23,-0.27,-27.48%,52.78%,180,15,2026-06-04 20:55:38
3332,completed,2015-01-01,2025-12-31,60,0.2,0,True,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw",8.055833,11.92%,11.56%,13.10%,0.79,0.77,0.86,0.11,-0.35,-24.46%,55.00%,120,10,2026-06-04 20:55:38
3333,completed,2015-01-01,2025-12-31,70,0.2,0,True,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw",8.055833,11.92%,11.56%,13.10%,0.79,0.77,0.86,0.11,-0.35,-24.46%,55.00%,120,10,2026-06-04 20:55:38
3334,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",8.055833,12.31%,11.58%,13.19%,0.82,0.77,0.86,0.21,-0.31,-27.42%,53.33%,120,10,2026-06-04 20:55:38
3335,completed,2010-01-01,2025-12-31,80,0.2,0,False,36,36,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",8.055,11.57%,11.11%,12.58%,0.84,0.78,0.88,0.13,-0.43,-26.22%,52.78%,180,15,2026-06-04 20:55:38
3336,completed,2010-01-01,2025-12-31,60,0.2,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",8.055,11.70%,11.06%,12.52%,0.84,0.78,0.88,0.21,-0.39,-27.44%,51.67%,180,15,2026-06-04 20:55:38
3337,completed,2010-01-01,2025-12-31,80,0.3,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",8.055,11.60%,11.11%,12.58%,0.83,0.78,0.88,0.19,-0.49,-26.52%,51.67%,180,15,2026-06-04 20:55:38
3338,completed,2010-01-01,2025-12-31,70,0.2,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",8.055,11.70%,11.06%,12.52%,0.84,0.78,0.88,0.21,-0.39,-27.44%,51.67%,180,15,2026-06-04 20:55:38
3339,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",8.055,11.46%,11.06%,12.52%,0.81,0.78,0.88,0.13,-0.35,-25.51%,53.33%,180,15,2026-06-04 20:55:38
3340,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma",8.055,11.16%,11.11%,12.58%,0.79,0.78,0.88,0.01,-0.44,-22.96%,47.78%,180,15,2026-06-04 20:55:38
3341,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",8.055,11.46%,11.06%,12.52%,0.81,0.78,0.88,0.13,-0.35,-25.51%,53.33%,180,15,2026-06-04 20:55:38
3342,completed,2010-01-01,2025-12-31,80,0.1,0,True,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",8.055,11.55%,11.11%,12.58%,0.83,0.78,0.88,0.11,-0.36,-26.01%,52.22%,180,15,2026-06-04 20:55:38
3343,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",8.055,11.47%,11.11%,12.58%,0.80,0.78,0.88,0.18,-0.34,-25.50%,55.00%,180,15,2026-06-04 20:55:38
3344,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma, mom",8.053333,12.22%,11.58%,13.19%,0.80,0.77,0.86,0.26,-0.31,-26.84%,55.83%,120,10,2026-06-04 20:55:38
3345,completed,2015-01-01,2025-12-31,80,0.2,0,True,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw",8.053333,12.08%,11.58%,13.19%,0.82,0.77,0.86,0.14,-0.40,-25.68%,50.83%,120,10,2026-06-04 20:55:38
3346,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",8.0525,11.41%,11.11%,12.58%,0.83,0.78,0.88,0.06,-0.40,-24.94%,56.11%,180,15,2026-06-04 20:55:38
3347,completed,2015-01-01,2025-12-31,60,0.3,0,False,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",8.050833,11.93%,11.56%,13.10%,0.79,0.77,0.86,0.13,-0.38,-24.59%,54.17%,120,10,2026-06-04 20:55:38
3348,completed,2015-01-01,2025-12-31,70,0.3,0,False,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma",8.050833,11.93%,11.56%,13.10%,0.79,0.77,0.86,0.13,-0.38,-24.59%,54.17%,120,10,2026-06-04 20:55:38
3349,completed,2010-01-01,2025-12-31,80,0.3,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",8.05,11.60%,11.11%,12.58%,0.82,0.78,0.88,0.20,-0.35,-26.53%,54.44%,180,15,2026-06-04 20:55:38
3350,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,60.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",8.05,11.45%,11.11%,12.58%,0.82,0.78,0.88,0.11,-0.44,-25.30%,53.33%,180,15,2026-06-04 20:55:38
3351,completed,2010-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",8.05,11.52%,11.06%,12.52%,0.80,0.78,0.88,0.22,-0.33,-26.10%,52.22%,180,15,2026-06-04 20:55:38
3352,completed,2010-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw",8.05,11.42%,11.11%,12.58%,0.82,0.78,0.88,0.09,-0.39,-25.05%,53.89%,180,15,2026-06-04 20:55:38
3353,completed,2010-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",8.05,11.52%,11.06%,12.52%,0.80,0.78,0.88,0.22,-0.33,-26.10%,52.22%,180,15,2026-06-04 20:55:38
3354,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",8.048333,12.31%,11.58%,13.19%,0.83,0.77,0.86,0.19,-0.33,-27.44%,55.83%,120,10,2026-06-04 20:55:38
3355,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",8.048333,12.12%,11.56%,13.10%,0.79,0.77,0.86,0.29,-0.31,-26.25%,51.67%,120,10,2026-06-04 20:55:38
