signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2015-08-28,2015-09-02,2015-09-30,2015-10-09,2015-08-28,2015-10-09,0.07982479921185624,-0.10519917011028891,-0.02537437089843267,-0.005093920784730522,55,55,4,1.3043508121970155,1.0378925725821924,-0.020280450113702147
2015-09-30,2015-10-09,2015-10-30,2015-11-06,2015-09-30,2015-11-06,0.13845195150971046,-0.16617051373527253,-0.02771856222556207,0.1098469140687485,55,55,4,1.2681960830451702,1.151901868815221,-0.13756547629431057
2015-10-30,2015-11-06,2015-11-27,2015-12-04,2015-10-30,2015-12-04,0.012274127923868698,-0.013712166328645433,-0.0014380384047767356,-0.02376580412156639,56,56,4,1.2663723683729637,1.124525994633692,0.022327765716789655
2015-11-27,2015-12-04,2015-12-31,2016-01-08,2015-11-27,2016-01-08,-0.06614002567758447,0.09044191753880143,0.024301891861216965,-0.06684056350689414,58,58,5,1.2971476127251969,1.0493620434742255,0.09114245536811111
2015-12-31,2016-01-08,2016-01-29,2016-02-05,2015-12-31,2016-02-05,-0.08381911836440992,0.11229904725444477,0.028479928890034853,-0.09389759278982829,59,59,4,1.334090284495489,0.9508294736269806,0.12237752167986314
2016-01-29,2016-02-05,2016-02-26,2016-03-04,2016-01-29,2016-03-04,-0.010283059909031302,0.012217898986702974,0.0019348390776716719,0.03569045704336942,60,60,4,1.336671534511073,0.9847650121110338,-0.033755617965697746
2016-02-26,2016-03-04,2016-03-25,2016-04-01,2016-02-26,2016-04-01,0.07421271035178935,-0.07762126718723282,-0.0034085568354434714,0.034220923507351265,62,62,4,1.3321154136153723,1.0184645802632013,-0.03762948034279474
2016-03-25,2016-04-01,2016-04-29,2016-05-06,2016-03-25,2016-05-06,-0.006249351198396103,0.012187903989664373,0.00593855279126827,-0.02250629805594713,62,62,4,1.3400262513231895,0.9955427128603725,0.0284448508472154
2016-04-29,2016-05-06,2016-05-27,2016-06-03,2016-04-29,2016-06-03,0.02039067837570974,-0.020338717108279572,5.196126743016796e-05,0.015558184575607294,65,65,4,1.3400958807855978,1.011031550139955,-0.015506223308177126
2016-05-27,2016-06-03,2016-06-24,2016-07-01,2016-05-27,2016-07-01,0.018777263956108806,-0.02065467419419783,-0.0018774102380890237,-0.008095899843135745,69,69,5,1.33757997105899,1.0028463399717715,0.006218489605046722
2016-06-24,2016-07-01,2016-07-29,2016-08-05,2016-06-24,2016-08-05,0.016881695456741782,-0.00148707165514768,0.015394623801594102,0.013956885796914476,73,73,5,1.3581715115179902,1.0168429518106112,0.0014377380046796256
2016-07-29,2016-08-05,2016-08-26,2016-09-02,2016-07-29,2016-09-02,0.019181580597884933,-0.009281325602832622,0.00990025499505231,0.028020966058182318,76,76,5,1.371617755809034,1.0453358736497982,-0.018120711063130006
2016-08-26,2016-09-02,2016-09-30,2016-10-14,2016-08-26,2016-10-14,0.015831670252489567,-0.015573158942015216,0.00025851131047435055,-0.0009980828331151326,76,76,4,1.3719723345125578,1.044292541859469,0.0012565941435894832
2016-09-30,2016-10-14,2016-10-28,2016-11-04,2016-09-30,2016-11-04,0.005477319206457937,-0.0029541651054080394,0.0025231541010498977,0.012679726909904643,78,78,5,1.3754340321349103,1.0575338861042973,-0.010156572808854746
2016-10-28,2016-11-04,2016-11-25,2016-12-02,2016-10-28,2016-12-02,0.010880817922519834,-0.01126213903182841,-0.0003813211093085765,0.04116049430039893,78,78,5,1.3749095501039958,1.101062503595772,-0.0415418154097075
2016-11-25,2016-12-02,2016-12-30,2017-01-06,2016-11-25,2017-01-06,-0.022595013356416824,0.02335250961634985,0.0007574962599330264,-0.042012505837771434,80,80,5,1.375951038945946,1.0548041087357034,0.04277000209770446
2016-12-30,2017-01-06,2017-01-26,2017-02-03,2016-12-30,2017-02-03,-0.012563609131916164,0.009690363618682609,-0.0028732455132335546,0.004198587419228205,81,81,5,1.3719975937968656,1.0592327959963914,-0.00707183293246176
2017-01-26,2017-02-03,2017-02-24,2017-03-03,2017-01-26,2017-03-03,0.03837654282508775,-0.031140907481161474,0.0072356353439262736,0.015323502956040836,82,82,5,1.381924868078324,1.0754639528769774,-0.008087867612114562
