signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2014-11-28,2014-12-05,2014-12-31,2015-01-09,2014-11-28,2015-01-09,0.055515903193316535,-0.03995102943704792,0.015564873756268617,0.10887214165018788,47,47,4,1.3378305231350451,1.0648228485570208,-0.09330726789391927
2014-12-31,2015-01-09,2015-01-30,2015-02-06,2014-12-31,2015-02-06,-0.001535731535497598,-0.0038615615032966087,-0.005397293038794207,-0.05151547057814461,48,48,4,1.3306098597654419,1.0099679984312455,0.0461181775393504
2015-01-30,2015-02-06,2015-02-27,2015-03-06,2015-01-30,2015-03-06,0.07376602754207053,-0.07395967998679537,-0.00019365244472484278,0.04111975378465376,49,49,4,1.3303521839131234,1.0514976338571178,-0.0413134062293786
2015-02-27,2015-03-06,2015-03-27,2015-04-03,2015-02-27,2015-04-03,0.23783424554104907,-0.21211139625854794,0.025722849282501126,0.15969106750579165,49,49,4,1.3645726326325671,1.219412413487575,-0.13396821822329052
2015-03-27,2015-04-03,2015-04-30,2015-05-08,2015-03-27,2015-05-08,0.08209744781300633,-0.09073696758471701,-0.00863951977171068,0.07533675849827226,49,49,4,1.352783380393003,1.3112789919922838,-0.08397627826998294
2015-04-30,2015-05-08,2015-05-29,2015-06-05,2015-04-30,2015-06-05,0.2786508687549775,-0.2420577586208766,0.03659311013410091,0.11838663116590675,51,51,4,1.4022859316193053,1.4665168943728764,-0.08179352103180584
2015-05-29,2015-06-05,2015-06-26,2015-07-03,2015-05-29,2015-07-03,-0.310292690064174,0.25879205555509105,-0.05150063450908293,-0.2050055527102942,52,52,4,1.3300673163777506,1.1658727878829807,0.15350491820121126
2015-06-26,2015-07-03,2015-07-31,2015-08-07,2015-06-26,2015-08-07,0.028594142639847667,-0.022345140693190865,0.006249001946656802,0.0055159643002791635,52,52,4,1.3383789096269796,1.17230370055961,0.0007330376463776387
2015-07-31,2015-08-07,2015-08-28,2015-09-02,2015-07-31,2015-09-02,-0.15167328755676807,0.16106382019266174,0.009390532635893678,-0.11012258701677449,55,55,5,1.3509470004570234,1.0432065842846476,0.11951311965266817
2015-08-28,2015-09-02,2015-09-30,2015-10-09,2015-08-28,2015-10-09,0.05103702874152694,-0.05595602411458738,-0.004918995373060439,-0.005093920784730522,55,55,5,1.3443016984125256,1.0378925725821924,0.00017492541167008283
