signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2015-04-30,2015-05-08,2015-05-29,2015-06-05,2015-04-30,2015-06-05,0.2753340508777697,-0.24300211130127988,0.032331939576489804,0.11785329308565418,51,51,4,1.44445947905053,1.4567510211405081,-0.08552135350916437
2015-05-29,2015-06-05,2015-06-26,2015-07-03,2015-05-29,2015-07-03,-0.31845257900162105,0.26600912175253416,-0.05244345724908689,-0.20919893759627461,52,52,4,1.3687070301129054,1.1520002551756257,0.15675548034718773
2015-06-26,2015-07-03,2015-07-31,2015-08-07,2015-06-26,2015-08-07,0.006124832214968382,-0.035429673321374866,-0.029304841106406486,0.007884920674543938,53,53,4,1.3285972880742252,1.1610836858047398,-0.037189761780950424
2015-07-31,2015-08-07,2015-08-28,2015-09-02,2015-07-31,2015-09-02,-0.1852805390553632,0.19259072082522616,0.00731018176986295,-0.10975270222697642,54,54,4,1.3383095757489947,1.033651613776012,0.11706288399683937
2015-08-28,2015-09-02,2015-09-30,2015-10-09,2015-08-28,2015-10-09,0.07982479921185624,-0.10519917011028891,-0.02537437089843267,-0.004312723701827004,55,55,4,1.3043508121970155,1.0291937599618484,-0.021061647196605665
2015-09-30,2015-10-09,2015-10-30,2015-11-06,2015-09-30,2015-11-06,0.13845195150971046,-0.16617051373527253,-0.02771856222556207,0.1092006774115486,55,55,4,1.2681960830451702,1.141582415737421,-0.13691923963711067
2015-10-30,2015-11-06,2015-11-27,2015-12-04,2015-10-30,2015-12-04,0.012274127923868698,-0.013712166328645433,-0.0014380384047767356,-0.023411494533345234,56,56,4,1.2663723683729637,1.1148562652520213,0.0219734561285685
2015-11-27,2015-12-04,2015-12-31,2016-01-08,2015-11-27,2016-01-08,-0.06614002567758447,0.09044191753880143,0.024301891861216965,-0.06649063768687369,58,58,5,1.2971476127251969,1.040728761246208,0.09079252954809065
2015-12-31,2016-01-08,2016-01-29,2016-02-05,2015-12-31,2016-02-05,-0.08381911836440992,0.11229904725444477,0.028479928890034853,-0.09418077130078117,59,59,4,1.334090284495489,0.9427121237971335,0.12266070019081603
2016-01-29,2016-02-05,2016-02-26,2016-03-04,2016-01-29,2016-03-04,-0.010283059909031302,0.012217898986702974,0.0019348390776716719,0.036252553628380424,60,60,4,1.336671534511073,0.9768878456212136,-0.034317714550708756
2016-02-26,2016-03-04,2016-03-25,2016-04-01,2016-02-26,2016-04-01,0.07421271035178935,-0.07762126718723282,-0.0034085568354434714,0.03436355989484707,62,62,4,1.3321154136153723,1.0104571896147663,-0.037772116730290545
2016-03-25,2016-04-01,2016-04-29,2016-05-06,2016-03-25,2016-05-06,-0.006249351198396103,0.012187903989664373,0.00593855279126827,-0.02238096861586225,62,62,4,1.3400262513231895,0.9878421789663259,0.02831952140713052
2016-04-29,2016-05-06,2016-05-27,2016-06-03,2016-04-29,2016-06-03,0.02039067837570974,-0.020338717108279572,5.196126743016796e-05,0.015687876670936296,65,65,4,1.3400958807855978,1.0033393252402987,-0.015635915403506128
2016-05-27,2016-06-03,2016-06-24,2016-07-01,2016-05-27,2016-07-01,0.018777263956108806,-0.02065467419419783,-0.0018774102380890237,-0.007971701861731573,69,69,5,1.33757997105899,0.9953410032733321,0.006094291623642549
2016-06-24,2016-07-01,2016-07-29,2016-08-05,2016-06-24,2016-08-05,0.016881695456741782,-0.00148707165514768,0.015394623801594102,0.014064562832508676,73,73,5,1.3581715115179902,1.009340039353642,0.0013300609690854257
2016-07-29,2016-08-05,2016-08-26,2016-09-02,2016-07-29,2016-09-02,0.019181580597884933,-0.009281325602832622,0.00990025499505231,0.028078932137952872,76,76,5,1.371617755809034,1.0376812298227716,-0.018178677142900564
2016-08-26,2016-09-02,2016-09-30,2016-10-14,2016-08-26,2016-10-14,0.015831670252489567,-0.015573158942015216,0.00025851131047435055,-0.0009149447243087527,76,76,4,1.3719723345125578,1.036731808856031,0.0011734560347831033
2016-09-30,2016-10-14,2016-10-28,2016-11-04,2016-09-30,2016-11-04,0.005477319206457937,-0.0029541651054080394,0.0025231541010498977,0.012723057634893786,78,78,5,1.3754340321349103,1.0499222074120338,-0.010199903533843889
2016-10-28,2016-11-04,2016-11-25,2016-12-02,2016-10-28,2016-12-02,0.010880817922519834,-0.01126213903182841,-0.0003813211093085765,0.04099264789556667,78,78,5,1.3749095501039958,1.0929612987782114,-0.04137396900487525
2016-11-25,2016-12-02,2016-12-30,2017-01-06,2016-11-25,2017-01-06,-0.022595013356416824,0.02335250961634985,0.0007574962599330264,-0.042074698792023746,80,80,5,1.375951038945946,1.046975281340779,0.042832195051956776
2016-12-30,2017-01-06,2017-01-26,2017-02-03,2016-12-30,2017-02-03,-0.012563609131916164,0.009690363618682609,-0.0028732455132335546,0.004219208207463687,81,81,5,1.3719975937968656,1.0513926880408238,-0.007092453720697242
2017-01-26,2017-02-03,2017-02-24,2017-03-03,2017-01-26,2017-03-03,0.03837654282508775,-0.031140907481161474,0.0072356353439262736,0.015343312083537786,82,82,5,1.381924868078324,1.0675245341757837,-0.008107676739611512
2017-02-24,2017-03-03,,2017-03-31,2017-02-24,2017-03-31,0.017405838944492887,-0.0008792183544006982,0.01652662059009219,0.006830100899321678,85,85,5,1.4047634160570677,1.0748158344567058,0.009696519690770511
