run_name,output_dir,status,elapsed_minutes,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,VMG_STABILITY_THRESHOLD,score,Strategy Ann. Return,Benchmark Ann. Return,Strategy Sharpe,Information Ratio,Strategy Max Drawdown,Monthly Hit Rate,Rebalance Months,search_batch_time
394_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\394_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.0,7.654294,5.64%,4.90%,1.18,-0.02,-4.93%,53.78%,119,2026-03-22 02:42:19
395_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\395_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.25,7.234294,5.36%,4.90%,1.12,-0.04,-4.43%,52.94%,119,2026-03-22 02:42:19
396_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\396_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.5,9.206794,6.34%,4.90%,1.29,0.02,-4.03%,52.94%,119,2026-03-22 02:42:19
397_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\397_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.0,7.866794,5.84%,4.90%,1.15,-0.01,-5.41%,54.62%,119,2026-03-22 02:42:19
398_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\398_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.25,8.144294,5.96%,4.90%,1.19,-0.0,-5.28%,52.10%,119,2026-03-22 02:42:19
399_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\399_s2015_2025_h60_q15_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.5,9.751794,6.79%,4.90%,1.27,0.05,-5.00%,55.46%,119,2026-03-22 02:42:19
400_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\400_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.0,7.839294,5.64%,4.90%,1.19,-0.02,-4.22%,52.10%,119,2026-03-22 02:42:19
401_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\401_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.25,7.121794,5.28%,4.90%,1.14,-0.04,-4.38%,51.26%,119,2026-03-22 02:42:19
402_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\402_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.5,6.539294,4.97%,4.90%,1.09,-0.06,-4.35%,52.10%,119,2026-03-22 02:42:19
403_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\403_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.0,7.326794,5.36%,4.90%,1.14,-0.04,-4.12%,52.94%,119,2026-03-22 02:42:19
404_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\404_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.25,6.686794,5.13%,4.90%,1.09,-0.05,-4.90%,52.10%,119,2026-03-22 02:42:19
405_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\405_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.5,8.169294,5.87%,4.90%,1.24,-0.01,-4.68%,52.10%,119,2026-03-22 02:42:19
406_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\406_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.0,7.404294,5.65%,4.90%,1.15,-0.02,-5.91%,53.78%,119,2026-03-22 02:42:19
407_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\407_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.25,7.839294,5.65%,4.90%,1.17,-0.02,-4.23%,52.10%,119,2026-03-22 02:42:19
408_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\408_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.5,9.369294,6.59%,4.90%,1.3,0.04,-5.20%,52.94%,119,2026-03-22 02:42:19
409_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\409_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.0,1.0,7.844294,5.62%,4.90%,1.21,-0.02,-4.12%,52.10%,119,2026-03-22 02:42:19
410_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\410_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.0,1.25,7.126794,5.26%,4.90%,1.15,-0.05,-4.23%,51.26%,119,2026-03-22 02:42:19
411_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\411_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.0,1.5,6.801794,5.06%,4.90%,1.09,-0.06,-3.93%,52.10%,119,2026-03-22 02:42:19
412_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\412_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.25,1.0,6.759294,5.17%,4.90%,1.11,-0.05,-4.95%,52.94%,119,2026-03-22 02:42:19
413_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\413_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.25,1.25,7.039294,5.17%,4.90%,1.11,-0.05,-3.83%,52.10%,119,2026-03-22 02:42:19
414_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\414_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.25,1.5,7.724294,5.67%,4.90%,1.18,-0.02,-4.86%,52.10%,119,2026-03-22 02:42:19
415_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\415_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.5,1.0,6.729294,5.31%,4.90%,1.11,-0.04,-6.07%,54.62%,119,2026-03-22 02:42:19
416_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\416_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.5,1.25,7.209294,5.37%,4.90%,1.11,-0.04,-4.57%,52.94%,119,2026-03-22 02:42:19
417_s2015_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\417_s2015_2025_h60_q15_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.1,1.5,1.5,8.711794,6.27%,4.90%,1.23,0.02,-5.34%,53.78%,119,2026-03-22 02:42:19
418_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\418_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.0,1.0,8.086794,5.77%,4.90%,1.24,-0.01,-4.31%,52.10%,119,2026-03-22 02:42:19
419_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\419_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.0,1.25,7.789294,5.55%,4.90%,1.23,-0.03,-3.89%,51.26%,119,2026-03-22 02:42:19
420_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\420_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.0,1.5,7.494294,5.49%,4.90%,1.19,-0.03,-4.53%,50.42%,119,2026-03-22 02:42:19
421_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\421_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.25,1.0,5.631794,4.83%,4.90%,1.01,-0.07,-6.74%,52.10%,119,2026-03-22 02:42:19
422_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\422_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.25,1.25,5.864294,4.71%,4.90%,1.03,-0.08,-5.01%,51.26%,119,2026-03-22 02:42:19
423_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\423_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.25,1.5,7.426794,5.47%,4.90%,1.17,-0.03,-4.60%,52.10%,119,2026-03-22 02:42:19
424_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\424_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.5,1.0,7.594294,5.70%,4.90%,1.18,-0.02,-5.59%,52.94%,119,2026-03-22 02:42:19
425_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\425_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.5,1.25,7.974294,5.73%,4.90%,1.2,-0.02,-4.34%,51.26%,119,2026-03-22 02:42:19
426_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\426_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.5,1.5,8.306794,6.22%,4.90%,1.23,0.01,-6.59%,52.10%,119,2026-03-22 02:42:19
427_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\427_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.0,1.0,7.799294,5.57%,4.90%,1.18,-0.03,-3.84%,51.26%,119,2026-03-22 02:42:19
428_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\428_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.0,1.25,7.274294,5.31%,4.90%,1.16,-0.04,-4.04%,51.26%,119,2026-03-22 02:42:19
429_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\429_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.0,1.5,7.466794,5.51%,4.90%,1.18,-0.03,-4.75%,50.42%,119,2026-03-22 02:42:19
430_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\430_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.25,1.0,6.456794,5.02%,4.90%,1.08,-0.06,-5.00%,52.10%,119,2026-03-22 02:42:19
431_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\431_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.25,1.25,6.054294,4.78%,4.90%,1.04,-0.08,-4.77%,50.42%,119,2026-03-22 02:42:19
432_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\432_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.25,1.5,6.694294,5.15%,4.90%,1.08,-0.05,-4.98%,51.26%,119,2026-03-22 02:42:19
433_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\433_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.5,1.0,6.656794,5.26%,4.90%,1.11,-0.05,-5.99%,52.94%,119,2026-03-22 02:42:19
434_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\434_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.5,1.25,7.326794,5.46%,4.90%,1.13,-0.03,-4.81%,52.10%,119,2026-03-22 02:42:19
435_s2015_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\435_s2015_2025_h60_q15_a0_rw245_fb360,completed,,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.1,1.5,1.5,8.664294,6.15%,4.90%,1.22,0.01,-4.64%,51.26%,119,2026-03-22 02:42:19
436_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\436_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.0,8.279294,6.09%,4.90%,1.19,0.01,-5.67%,53.78%,119,2026-03-22 02:42:19
437_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\437_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.25,7.766794,5.80%,4.90%,1.17,-0.01,-5.59%,52.94%,119,2026-03-22 02:42:19
438_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\438_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.5,8.409294,5.99%,4.90%,1.22,0.0,-4.52%,52.10%,119,2026-03-22 02:42:19
439_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\439_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.25,1.0,6.204294,5.16%,4.90%,0.99,-0.05,-6.74%,54.62%,119,2026-03-22 02:42:19
440_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\440_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.25,1.25,6.619294,5.30%,4.90%,1.03,-0.04,-6.20%,52.10%,119,2026-03-22 02:42:19
441_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\441_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.25,1.5,8.911794,6.47%,4.90%,1.18,0.03,-5.81%,52.94%,119,2026-03-22 02:42:19
442_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\442_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.5,1.0,8.771794,6.47%,4.90%,1.21,0.03,-6.46%,53.78%,119,2026-03-22 02:42:19
443_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\443_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.5,1.25,8.249294,6.18%,4.90%,1.15,0.01,-6.30%,52.10%,119,2026-03-22 02:42:19
444_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\444_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.5,1.5,10.271794,7.08%,4.90%,1.27,0.07,-4.99%,52.94%,119,2026-03-22 02:42:19
445_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\445_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.0,1.0,8.119294,5.95%,4.90%,1.18,-0.0,-5.28%,54.62%,119,2026-03-22 02:42:19
446_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\446_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.0,1.25,7.876794,5.80%,4.90%,1.18,-0.01,-5.18%,52.94%,119,2026-03-22 02:42:19
447_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\447_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.0,1.5,8.724294,6.12%,4.90%,1.23,0.01,-4.22%,53.78%,119,2026-03-22 02:42:19
448_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\448_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.25,1.0,5.799294,4.99%,4.90%,0.95,-0.06,-7.03%,54.62%,119,2026-03-22 02:42:19
449_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\449_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.25,1.25,6.496794,5.29%,4.90%,1.0,-0.04,-6.53%,52.94%,119,2026-03-22 02:42:19
450_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\450_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.25,1.5,8.874294,6.47%,4.90%,1.16,0.03,-5.90%,53.78%,119,2026-03-22 02:42:19
451_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\451_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.5,1.0,8.579294,6.38%,4.90%,1.16,0.03,-6.45%,54.62%,119,2026-03-22 02:42:19
452_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\452_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.5,1.25,8.179294,6.15%,4.90%,1.12,0.01,-6.28%,52.10%,119,2026-03-22 02:42:19
453_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\453_s2015_2025_h65_q12_a0_rw245_fb300,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.1,1.5,1.5,9.509294,6.78%,4.90%,1.2,0.05,-5.69%,53.78%,119,2026-03-22 02:42:19
454_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\454_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.0,1.0,6.599294,5.31%,4.90%,1.03,-0.04,-6.35%,53.78%,119,2026-03-22 02:42:19
455_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\455_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.0,1.25,6.421794,5.18%,4.90%,1.04,-0.05,-6.16%,52.10%,119,2026-03-22 02:42:19
456_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\456_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.0,1.5,6.939294,5.34%,4.90%,1.1,-0.04,-5.41%,50.42%,119,2026-03-22 02:42:19
457_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\457_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.25,1.0,5.836794,4.90%,4.90%,0.95,-0.07,-6.23%,54.62%,119,2026-03-22 02:42:19
458_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\458_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.25,1.25,6.644294,5.13%,4.90%,1.02,-0.05,-4.86%,52.10%,119,2026-03-22 02:42:19
459_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\459_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.25,1.5,7.929294,5.88%,4.90%,1.11,-0.01,-5.32%,52.10%,119,2026-03-22 02:42:19
460_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\460_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.5,1.0,8.359294,6.25%,4.90%,1.18,0.02,-6.46%,53.78%,119,2026-03-22 02:42:19
461_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\461_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.5,1.25,8.236794,5.99%,4.90%,1.17,0.0,-5.06%,52.10%,119,2026-03-22 02:42:19
462_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\462_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.5,1.5,9.724294,6.67%,4.90%,1.24,0.04,-4.16%,52.10%,119,2026-03-22 02:42:19
463_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\463_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.1,1.0,1.0,6.331794,5.18%,4.90%,1.02,-0.05,-6.46%,56.30%,119,2026-03-22 02:42:19
464_s2015_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\464_s2015_2025_h65_q12_a0_rw245_fb320,completed,,2015-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.1,1.0,1.25,6.286794,5.02%,4.90%,1.02,-0.06,-5.50%,52.94%,119,2026-03-22 02:42:19
